,rmsd,pdb1,pdb2
118,0.4789021623117391,1lhk,1gbz
119,0.49605227937505036,1lhk,1gft
120,0.35962008724575545,1lhk,1gfu
121,0.3526121206283546,1lhl,1gb5
122,0.48100529149196203,1lhl,1gbz
123,0.4974775334297081,1lhl,1gft
124,0.35920964441996206,1lhl,1gfu
125,0.3426160590848405,1oub,1gb5
126,0.4590852105760225,1oub,1gbz
127,0.4709970057652278,1oub,1gft
128,0.3623865904023882,1ouc,1gb5
129,0.4896752281466367,1ouc,1gbz
130,0.5044346476203142,1ouc,1gft
131,0.3566265071358321,1ouc,1gfu
132,0.4720322553030269,1oud,1gbz
133,0.48943032133700815,1oud,1gft
134,0.3512827093913191,1oud,1gfu
135,0.3515223122309569,1oue,1gb5
136,0.4936503405146147,1oue,1gbz
137,0.5108595075487243,1oue,1gft
138,0.37403754789212257,1oue,1gfu
139,0.4503442014879816,1ouh,1gbz
140,0.46584375533186595,1ouh,1gft
141,0.4728365493117497,1oui,1gbz
142,0.49161987087846015,1oui,1gft
143,0.3489309150652974,1oui,1gfu
144,0.3627992610227494,1ouj,1gb5
145,0.3542669588138785,1ouj,1gb7
146,0.5061977719023443,1ouj,1gbz
147,0.3480436273846618,1ouj,1gfj
148,0.5232940738881685,1ouj,1gft
149,0.3880648721485794,1ouj,1gfu
150,0.4456047438101592,1wqm,1gbz
151,0.46444535411930293,1wqm,1gft
152,0.4631477701934124,1wqn,1gbz
153,0.47840630408336077,1wqn,1gft
154,0.34936984175550745,1wqo,1gb5
155,0.4832555140565404,1wqo,1gbz
156,0.4966723786119549,1wqo,1gft
157,0.35642685561471993,1wqo,1gfu
158,0.44686300793736794,1wqp,1gbz
159,0.46092254158259216,1wqp,1gft
160,0.4775223457267191,1wqq,1gbz
161,0.49220491217703877,1wqq,1gft
162,0.3422875451372809,1wqq,1gfu
163,0.4585578985048597,1wqr,1gbz
164,0.4732429579029205,1wqr,1gft
165,0.47453078508995367,1yam,1gbz
166,0.48854705726090747,1yam,1gft
167,0.35048829345645377,1yam,1gfu
168,0.46086559324972665,1yan,1gbz
169,0.47465231807799524,1yan,1gft
170,0.43155318733442327,1yao,1gbz
171,0.44366159453624116,1yao,1gft
172,0.44949986395558744,1yap,1gbz
173,0.46353973275842153,1yap,1gft
174,0.44618121874894756,1yaq,1gbz
175,0.46169660712806837,1yaq,1gft
176,0.46477731369177017,2hea,1gbz
177,0.48682901074196616,2hea,1gft
178,0.37078932560748906,2hea,1gfu
179,0.44495684366038274,2heb,1gbz
180,0.4595598601965901,2heb,1gft
181,0.47094655614290387,2hec,1gbz
182,0.48796793885915546,2hec,1gft
183,0.35281914361080247,2hec,1gfu
184,0.4061410329033678,2hed,1gbz
185,0.41617325467388266,2hed,1gft
186,0.43251046845230634,2hee,1gbz
187,0.44410295485301665,2hee,1gft
188,0.44457710408395834,2hef,1gbz
189,0.46284318244692885,2hef,1gft
