,rmsd,pdb1,pdb2
727,0.2698725820066242,1l58,1l28
728,0.2730163797935119,1l58,1l32
729,0.25807438993922927,1l58,1l46
730,0.30708633292474274,1l58,1l99
731,0.2525264856024541,1l60,1dyb
732,0.2600822382510307,1l60,1dyc
733,0.29339287388165497,1l60,1dyg
734,0.25273129486810675,1l60,1l02
735,0.2519583801144547,1l60,1l03
736,0.2556429133593437,1l60,1l09
737,0.2788059162940996,1l60,1l11
738,0.2584234415436064,1l60,1l12
739,0.2519661829459619,1l60,1l14
740,0.257384002494369,1l60,1l19
741,0.25051397193872,1l60,1l22
742,0.24914190643252054,1l60,1l27
743,0.29608809779455136,1l60,1l28
744,0.25843399580686155,1l60,1l31
745,0.29293016949062606,1l60,1l32
746,0.2823848005164158,1l60,1l46
747,0.268484886994946,1l60,1l52
748,0.266712426424326,1l60,1l69
749,0.25694285930994193,1l60,1l98
750,0.2668412498076666,1l69,1dya
751,0.2855184623337006,1l69,1dyd
752,0.24810812569410842,1l69,1l06
753,0.24860604339138961,1l69,1l07
754,0.2661003354731466,1l69,1l20
755,0.26396598185765463,1l69,1l21
756,0.2774406751965805,1l69,1l24
757,0.28762262454005594,1l69,1l25
758,0.2759956354413896,1l69,1l26
759,0.2785689080249721,1l69,1l29
760,0.276443563281281,1l69,1l30
761,0.25240029946856796,1l69,1l34
762,0.2715882282537119,1l69,1l37
763,0.27334399736603243,1l69,1l38
764,0.27722232539682706,1l69,1l48
765,0.2545334717534029,1l69,1l56
766,0.2667124264243237,1l69,1l60
767,0.3986695254398935,1l69,1l99
768,0.2705889319095307,1l98,1dya
769,0.28162151384733064,1l98,1dyd
770,0.2550032259990263,1l98,1l20
771,0.250056336388821,1l98,1l21
772,0.2720979630188455,1l98,1l24
773,0.2813754613107398,1l98,1l25
774,0.26421734830730037,1l98,1l26
775,0.26700907116769285,1l98,1l29
776,0.2667389827459704,1l98,1l30
777,0.2636200137416129,1l98,1l37
778,0.2621352838842355,1l98,1l38
779,0.2679447636831684,1l98,1l48
780,0.2496266912968783,1l98,1l56
781,0.25694285930994243,1l98,1l60
782,0.37533497718903613,1l98,1l99
783,0.33284417616570366,1l99,1dya
784,0.3840732476013864,1l99,1dyb
785,0.38318749835947435,1l99,1dyc
786,0.2594903455035525,1l99,1dyd
787,0.3571348474431819,1l99,1dye
788,0.34923349150578464,1l99,1dyf
789,0.39328282863663366,1l99,1dyg
790,0.3181111723089989,1l99,1l00
791,0.39171187106558,1l99,1l02
792,0.37224051297857047,1l99,1l03
793,0.3514797269569131,1l99,1l05
794,0.2777119414683949,1l99,1l06
795,0.2779007530272136,1l99,1l07
796,0.3757702129651027,1l99,1l08
797,0.36569071810724807,1l99,1l09
798,0.3583480171233202,1l99,1l10
799,0.4064851006762329,1l99,1l11
800,0.38286413486140874,1l99,1l12
801,0.37773569463089995,1l99,1l13
802,0.3716140500665661,1l99,1l14
803,0.365088219187806,1l99,1l15
804,0.3618058288967563,1l99,1l16
805,0.38432294621788055,1l99,1l19
806,0.26457802200145203,1l99,1l20
807,0.26061802579816706,1l99,1l21
808,0.37956465774155895,1l99,1l22
809,0.3429168501727821,1l99,1l23
810,0.29797671753045923,1l99,1l24
811,0.32530325586101855,1l99,1l25
812,0.3394770790209387,1l99,1l26
813,0.36855186545125274,1l99,1l27
814,0.39590544945617967,1l99,1l28
815,0.3159621926075183,1l99,1l29
816,0.333845051277084,1l99,1l30
817,0.4037452473616553,1l99,1l31
818,0.41328089636924775,1l99,1l32
819,0.3453072658027773,1l99,1l33
820,0.28113270795975537,1l99,1l34
821,0.28585508134524695,1l99,1l37
822,0.33267409801877024,1l99,1l44
823,0.2954093481707142,1l99,1l45
824,0.39432535753512216,1l99,1l46
825,0.3745269310193409,1l99,1l47
826,0.2934965445294985,1l99,1l48
827,0.39009593765134876,1l99,1l52
828,0.35743097707784427,1l99,1l53
829,0.2705963759951786,1l99,1l56
830,0.3673991242368709,1l99,1l57
831,0.3070863329247432,1l99,1l58
832,0.3986695254398932,1l99,1l69
833,0.3753349771890361,1l99,1l98
