,rmsd,pdb1,pdb2
246,0.27196737666949167,1l14,1dyd
247,0.2563963737474892,1l14,1l20
248,0.2526074255682921,1l14,1l21
249,0.2693689157910996,1l14,1l24
250,0.27658572940230225,1l14,1l25
251,0.26465060601804863,1l14,1l26
252,0.2694749624575934,1l14,1l29
253,0.2674260481957189,1l14,1l30
254,0.26355697963617064,1l14,1l37
255,0.25770121419071595,1l14,1l38
256,0.2623979268854379,1l14,1l48
257,0.2519661829459565,1l14,1l60
258,0.3716140500665661,1l14,1l99
259,0.2588231042488439,1l15,1l25
260,0.25256516496729997,1l15,1l26
261,0.2571024413561416,1l15,1l29
262,0.25170366587498944,1l15,1l30
263,0.3650882191878062,1l15,1l99
264,0.2572488706445016,1l16,1dya
265,0.257442219142442,1l16,1dyd
266,0.254120935203493,1l16,1l24
267,0.2715792300334917,1l16,1l25
268,0.2608759484890865,1l16,1l26
269,0.26059025868859675,1l16,1l29
270,0.258869669075328,1l16,1l30
271,0.2574735067975668,1l16,1l48
272,0.36180582889675633,1l16,1l99
273,0.26847413778666523,1l19,1dya
274,0.2739604716730406,1l19,1dyd
275,0.2509411045785618,1l19,1l06
276,0.2601685806373821,1l19,1l20
277,0.25717406749007776,1l19,1l21
278,0.272858773946853,1l19,1l24
279,0.28674964265464425,1l19,1l25
280,0.2740203639491766,1l19,1l26
281,0.2771822478399929,1l19,1l29
282,0.2749627113046494,1l19,1l30
283,0.24867237296101097,1l19,1l34
284,0.2702417052230985,1l19,1l37
285,0.2671063312044628,1l19,1l38
286,0.27231160255023285,1l19,1l48
287,0.2522968281015693,1l19,1l56
288,0.2573840024943635,1l19,1l60
289,0.3843229462178809,1l19,1l99
290,0.2548202787590652,1l20,1dyb
291,0.2599511509880521,1l20,1dyc
292,0.2927283813620158,1l20,1dyg
293,0.2532710367772071,1l20,1l02
294,0.25453711470452145,1l20,1l03
295,0.259578800457137,1l20,1l09
296,0.27748160379070097,1l20,1l11
297,0.2556639789548662,1l20,1l12
298,0.24930227328992186,1l20,1l13
299,0.25639637374749324,1l20,1l14
300,0.2601685806373836,1l20,1l19
301,0.2517190738258402,1l20,1l22
302,0.2566690294619957,1l20,1l27
303,0.30225316169936883,1l20,1l28
304,0.2637862753117351,1l20,1l31
305,0.29629904339796564,1l20,1l32
306,0.28342315323492273,1l20,1l46
307,0.27229957374575686,1l20,1l52
308,0.266100335473147,1l20,1l69
309,0.25500322599902786,1l20,1l98
310,0.2645780220014521,1l20,1l99
311,0.2508144261208896,1l21,1dyb
312,0.2555601705860799,1l21,1dyc
313,0.2868142200712735,1l21,1dyg
314,0.25070721788672307,1l21,1l02
315,0.2523844853249815,1l21,1l03
316,0.2544491983590942,1l21,1l09
317,0.2727849257650315,1l21,1l11
318,0.25219238562888624,1l21,1l12
319,0.25260742556828747,1l21,1l14
320,0.25717406749007116,1l21,1l19
321,0.24842662757134767,1l21,1l22
322,0.24939093995804762,1l21,1l27
323,0.2941856555336946,1l21,1l28
324,0.2573548409651722,1l21,1l31
325,0.28853544469149245,1l21,1l32
326,0.27862841039024877,1l21,1l46
327,0.2672032960652969,1l21,1l52
328,0.2639659818576554,1l21,1l69
329,0.250056336388822,1l21,1l98
330,0.2606180257981672,1l21,1l99
331,0.25788738766186553,1l22,1dya
332,0.26964305722232906,1l22,1dyd
333,0.25171907382584385,1l22,1l20
334,0.2484266275713526,1l22,1l21
335,0.26553690365030713,1l22,1l24
336,0.27589773536578494,1l22,1l25
337,0.2644303056857411,1l22,1l26
338,0.2672658106830115,1l22,1l29
339,0.26474540854543815,1l22,1l30
340,0.25823559331129664,1l22,1l37
341,0.2572497304156521,1l22,1l38
342,0.2634993369889582,1l22,1l48
343,0.2505139719387139,1l22,1l60
344,0.3795646577415588,1l22,1l99
345,0.2685601844091623,1l23,1dya
346,0.25794107756024687,1l23,1dyd
347,0.26681113861222044,1l23,1l24
348,0.28212182361230476,1l23,1l25
349,0.27709487021154017,1l23,1l26
350,0.26699002317197285,1l23,1l29
351,0.2719528101112247,1l23,1l30
352,0.25465356450690424,1l23,1l37
353,0.25069043957632425,1l23,1l38
354,0.2646184847724641,1l23,1l48
355,0.34291685017278223,1l23,1l99
356,0.26726950759075396,1l24,1dyb
357,0.27602428279720437,1l24,1dyc
358,0.25142583898095,1l24,1dyf
359,0.31232466778521506,1l24,1dyg
360,0.2657561844622958,1l24,1l02
361,0.2701475629255514,1l24,1l03
362,0.25816438430079675,1l24,1l08
363,0.27816154735343673,1l24,1l09
364,0.2525397855075356,1l24,1l10
365,0.29375452350950393,1l24,1l11
366,0.2742032385412702,1l24,1l12
367,0.26314249618071617,1l24,1l13
368,0.2693689157911016,1l24,1l14
369,0.25412093520349166,1l24,1l16
370,0.27285877394685126,1l24,1l19
371,0.2655369036503067,1l24,1l22
372,0.266811138612216,1l24,1l23
373,0.2673178697549798,1l24,1l27
374,0.31502456861422723,1l24,1l28
375,0.26746766054645676,1l24,1l31
376,0.3065955629443192,1l24,1l32
377,0.29826446010344243,1l24,1l46
378,0.2870017509637519,1l24,1l52
379,0.26107535447949276,1l24,1l53
380,0.2774406751965818,1l24,1l69
381,0.272097963018846,1l24,1l98
382,0.29797671753045885,1l24,1l99
383,0.2775677257755642,1l25,1dyb
384,0.27949935407759186,1l25,1dyc
385,0.2672415194876092,1l25,1dyf
386,0.31238867373546686,1l25,1dyg
387,0.26699651767159155,1l25,1l02
388,0.2843718146154231,1l25,1l03
389,0.2553590087800704,1l25,1l05
390,0.274607837802051,1l25,1l08
391,0.27843380865691225,1l25,1l09
392,0.2667853183742075,1l25,1l10
393,0.29627340015993836,1l25,1l11
394,0.2810086169387285,1l25,1l12
395,0.26976118362394447,1l25,1l13
396,0.27658572940230525,1l25,1l14
397,0.2588231042488379,1l25,1l15
398,0.27157923003349216,1l25,1l16
399,0.2867496426546461,1l25,1l19
400,0.2758977353657898,1l25,1l22
401,0.28212182361230304,1l25,1l23
402,0.2684551939856725,1l25,1l28
403,0.25410447466275027,1l25,1l32
404,0.2629413710074386,1l25,1l33
405,0.25190099709053604,1l25,1l44
406,0.30164744059297627,1l25,1l46
407,0.2549219191301256,1l25,1l47
408,0.28568375380029304,1l25,1l52
409,0.2702616434797044,1l25,1l53
410,0.25810336250720084,1l25,1l57
411,0.287622624540054,1l25,1l69
412,0.2813754613107407,1l25,1l98
413,0.32530325586101844,1l25,1l99
414,0.26530283075635464,1l26,1dyb
415,0.2642023549931477,1l26,1dyc
416,0.2566732261970507,1l26,1dyf
417,0.294847574221754,1l26,1dyg
418,0.25420501880352026,1l26,1l02
419,0.27537335377628813,1l26,1l03
420,0.2645360926135547,1l26,1l08
421,0.2640768588039393,1l26,1l09
422,0.25596201570245075,1l26,1l10
423,0.2790236872302956,1l26,1l11
424,0.26702383898797943,1l26,1l12
425,0.257609058482518,1l26,1l13
426,0.2646506060180514,1l26,1l14
427,0.2525651649672905,1l26,1l15
428,0.2608759484890839,1l26,1l16
429,0.2740203639491739,1l26,1l19
430,0.26443030568573866,1l26,1l22
431,0.2770948702115326,1l26,1l23
432,0.25105147843658226,1l26,1l28
433,0.2566314157124788,1l26,1l33
434,0.286285690815205,1l26,1l46
435,0.27092230435534975,1l26,1l52
436,0.25867642709038785,1l26,1l53
437,0.2759956354413934,1l26,1l69
438,0.2642173483073007,1l26,1l98
439,0.3394770790209383,1l26,1l99
440,0.26622672327828956,1l27,1dya
441,0.271021472620851,1l27,1dyd
442,0.25666902946199843,1l27,1l20
443,0.24939093995804795,1l27,1l21
444,0.26731786975497024,1l27,1l24
445,0.2490283402794893,1l27,1l34
446,0.2649171775776778,1l27,1l37
447,0.2572670295746689,1l27,1l38
448,0.2664706243020813,1l27,1l48
449,0.24914190643251918,1l27,1l60
450,0.3685518654512525,1l27,1l99
451,0.3058161217788346,1l28,1dya
452,0.3257598240496209,1l28,1dyd
453,0.2774814527304984,1l28,1l06
454,0.28330636172580126,1l28,1l07
455,0.3022531616993798,1l28,1l20
456,0.29418565553370474,1l28,1l21
457,0.3150245686142236,1l28,1l24
458,0.2684551939856862,1l28,1l25
459,0.2510514784366009,1l28,1l26
460,0.2633799068681234,1l28,1l29
461,0.26352881849478826,1l28,1l30
462,0.28939989445608577,1l28,1l34
463,0.30493107276855813,1l28,1l37
464,0.2992970456613057,1l28,1l38
465,0.2799595573132027,1l28,1l45
466,0.2978712323035696,1l28,1l48
467,0.2914184887136691,1l28,1l56
468,0.2698725820066193,1l28,1l58
469,0.296088097794547,1l28,1l60
470,0.39590544945617956,1l28,1l99
471,0.2690663119769504,1l29,1dyb
472,0.27056847251378735,1l29,1dyc
473,0.25697052137723864,1l29,1dyf
474,0.2990047435774443,1l29,1dyg
475,0.26447697607533427,1l29,1l02
476,0.27551161102774957,1l29,1l03
477,0.2650220162167163,1l29,1l08
478,0.27262044569991,1l29,1l09
479,0.25718210034663325,1l29,1l10
480,0.28580968744643875,1l29,1l11
481,0.2695855926627498,1l29,1l12
482,0.26502198446756065,1l29,1l13
483,0.2694749624575962,1l29,1l14
484,0.2571024413561385,1l29,1l15
485,0.2605902586885958,1l29,1l16
486,0.27718224783999484,1l29,1l19
487,0.26726581068301186,1l29,1l22
488,0.26699002317196807,1l29,1l23
489,0.26337990686810836,1l29,1l28
490,0.2542609622004625,1l29,1l33
491,0.29095751987139407,1l29,1l46
492,0.27854307450660304,1l29,1l52
493,0.2570157337771477,1l29,1l53
494,0.2505395486135188,1l29,1l57
495,0.2785689080249701,1l29,1l69
496,0.2670090711676939,1l29,1l98
497,0.3159621926075178,1l29,1l99
498,0.2667874041718009,1l30,1dyb
499,0.2680179169362744,1l30,1dyc
500,0.25693168021990775,1l30,1dyf
501,0.300004873816697,1l30,1dyg
502,0.2576155470051656,1l30,1l02
503,0.27355507093039516,1l30,1l03
504,0.26155070259426244,1l30,1l08
505,0.27000738768289495,1l30,1l09
506,0.25535129430196785,1l30,1l10
507,0.28305606532015787,1l30,1l11
508,0.2675000217351381,1l30,1l12
509,0.26030827912960225,1l30,1l13
510,0.26742604819571913,1l30,1l14
511,0.25170366587498294,1l30,1l15
512,0.258869669075326,1l30,1l16
513,0.27496271130464867,1l30,1l19
514,0.2647454085454373,1l30,1l22
515,0.27195281011122063,1l30,1l23
516,0.26352881849478366,1l30,1l28
517,0.2535471072659088,1l30,1l33
518,0.2904939156849043,1l30,1l46
519,0.2770170181957127,1l30,1l52
520,0.2574490340878304,1l30,1l53
521,0.27644356328128133,1l30,1l69
522,0.2667389827459719,1l30,1l98
523,0.3338450512770846,1l30,1l99
524,0.2610918597472924,1l31,1dya
525,0.27950668747415147,1l31,1dyd
526,0.2554167443316474,1l31,1l06
527,0.2507882493810375,1l31,1l07
528,0.26378627531173326,1l31,1l20
529,0.2573548409651724,1l31,1l21
530,0.2674676605464502,1l31,1l24
531,0.253157528303193,1l31,1l34
532,0.2677075964218582,1l31,1l37
533,0.26674105371949974,1l31,1l38
534,0.2710967562896412,1l31,1l48
535,0.25451467886406826,1l31,1l56
536,0.2584339958068577,1l31,1l60
537,0.40374524736165485,1l31,1l99
538,0.3013198690315144,1l32,1dya
539,0.3200011024991973,1l32,1dyd
540,0.2847056603766968,1l32,1l06
541,0.2804863016212756,1l32,1l07
542,0.29629904339796465,1l32,1l20
543,0.2885354446914933,1l32,1l21
544,0.3065955629443115,1l32,1l24
545,0.2541044746627504,1l32,1l25
546,0.284632024500004,1l32,1l34
547,0.30123620576078675,1l32,1l37
548,0.29954836411039715,1l32,1l38
549,0.27570601151840957,1l32,1l45
550,0.29837554534785105,1l32,1l48
551,0.28880775615834975,1l32,1l56
552,0.27301637979350796,1l32,1l58
553,0.29293016949062317,1l32,1l60
554,0.4132808963692479,1l32,1l99
555,0.262941371007437,1l33,1l25
556,0.25663141571248055,1l33,1l26
557,0.2542609622004579,1l33,1l29
558,0.25354710726590907,1l33,1l30
559,0.24972503452449463,1l33,1l48
560,0.3453072658027771,1l33,1l99
561,0.2798118291476172,1l34,1dyg
562,0.2636527940816996,1l34,1l11
563,0.24867237296101538,1l34,1l19
564,0.2490283402794823,1l34,1l27
565,0.2893998944560812,1l34,1l28
566,0.25315752830319255,1l34,1l31
567,0.2846320245000023,1l34,1l32
568,0.2705789004077602,1l34,1l46
569,0.26014188134312044,1l34,1l52
570,0.25240029946856923,1l34,1l69
571,0.2811327079597555,1l34,1l99
572,0.26248546192657474,1l37,1dyb
573,0.2656789127056324,1l37,1dyc
574,0.29855164123407196,1l37,1dyg
575,0.2582931607447233,1l37,1l02
576,0.2640774302162319,1l37,1l03
577,0.252066349903243,1l37,1l08
578,0.2682396845659799,1l37,1l09
579,0.28426995017074974,1l37,1l11
580,0.26312259074508154,1l37,1l12
581,0.25638988425670156,1l37,1l13
582,0.2635569796361728,1l37,1l14
583,0.2702417052231025,1l37,1l19
584,0.258235593311301,1l37,1l22
585,0.2546535645069045,1l37,1l23
586,0.26491717757767513,1l37,1l27
587,0.304931072768559,1l37,1l28
588,0.2677075964218586,1l37,1l31
589,0.30123620576078647,1l37,1l32
590,0.28873909805333187,1l37,1l46
591,0.2782900394831113,1l37,1l52
592,0.24944415474967302,1l37,1l53
593,0.27158822825371154,1l37,1l69
594,0.26362001374161326,1l37,1l98
595,0.2858550813452464,1l37,1l99
596,0.26008394942326174,1l38,1dyb
597,0.26446412783788525,1l38,1dyc
598,0.29688803936465935,1l38,1dyg
599,0.25686331056286926,1l38,1l02
600,0.25983700769645907,1l38,1l03
601,0.25128333212996057,1l38,1l08
602,0.26019235059211604,1l38,1l09
603,0.2847791141956796,1l38,1l11
604,0.26399823800942446,1l38,1l12
605,0.2524450388526973,1l38,1l13
606,0.25770121419071707,1l38,1l14
607,0.26710633120446614,1l38,1l19
608,0.25724973041565613,1l38,1l22
609,0.25069043957632536,1l38,1l23
610,0.2572670295746707,1l38,1l27
611,0.29929704566131005,1l38,1l28
612,0.266741053719504,1l38,1l31
613,0.2995483641103995,1l38,1l32
614,0.2866753783687494,1l38,1l46
615,0.2746064773523684,1l38,1l52
616,0.2733439973660325,1l38,1l69
617,0.2621352838842367,1l38,1l98
618,0.2519009970905451,1l44,1l25
619,0.33267409801877035,1l44,1l99
620,0.27124908621159494,1l45,1dyg
621,0.25360689832178535,1l45,1l11
622,0.27995955731320343,1l45,1l28
623,0.27570601151840834,1l45,1l32
624,0.2601942905573529,1l45,1l46
625,0.24962129896858237,1l45,1l52
626,0.2954093481707137,1l45,1l99
627,0.2900965250324816,1l46,1dya
628,0.3056793456552201,1l46,1dyd
629,0.26346461816073263,1l46,1l06
630,0.2636666754650367,1l46,1l07
631,0.283423153234922,1l46,1l20
632,0.27862841039024794,1l46,1l21
633,0.29826446010343377,1l46,1l24
634,0.30164744059297693,1l46,1l25
635,0.28628569081520616,1l46,1l26
636,0.2909575198713913,1l46,1l29
637,0.29049391568490657,1l46,1l30
638,0.2705789004077574,1l46,1l34
639,0.28873909805333026,1l46,1l37
640,0.2866753783687469,1l46,1l38
641,0.2601942905573521,1l46,1l45
642,0.28811280305437487,1l46,1l48
643,0.27356844654420004,1l46,1l56
644,0.2580743899392273,1l46,1l58
645,0.28238480051640974,1l46,1l60
646,0.3943253575351221,1l46,1l99
647,0.24894737828077662,1l47,1dyd
648,0.25492191913012674,1l47,1l25
649,0.3745269310193404,1l47,1l99
650,0.2665072510058192,1l48,1dyb
651,0.26544014614551564,1l48,1dyc
652,0.250477465980573,1l48,1dyf
653,0.29773636146859767,1l48,1dyg
654,0.25628358071536483,1l48,1l02
655,0.2663938135993187,1l48,1l03
656,0.25262546643980116,1l48,1l08
657,0.2622581128503695,1l48,1l09
658,0.2529726771839857,1l48,1l10
659,0.2826644106740102,1l48,1l11
660,0.26741240270889693,1l48,1l12
661,0.2560462006032796,1l48,1l13
662,0.2623979268854398,1l48,1l14
663,0.2574735067975673,1l48,1l16
664,0.27231160255023207,1l48,1l19
665,0.2634993369889594,1l48,1l22
666,0.26461848477246547,1l48,1l23
667,0.2664706243020822,1l48,1l27
668,0.29787123230357565,1l48,1l28
669,0.27109675628964275,1l48,1l31
670,0.29837554534785266,1l48,1l32
671,0.249725034524495,1l48,1l33
672,0.28811280305438003,1l48,1l46
673,0.27764147625108637,1l48,1l52
674,0.26788025707486113,1l48,1l53
675,0.27722232539682545,1l48,1l69
676,0.26794476368316683,1l48,1l98
677,0.293496544529498,1l48,1l99
678,0.2723645296122573,1l52,1dya
679,0.2924995769765374,1l52,1dyd
680,0.25153340410723674,1l52,1l06
681,0.2522700266731113,1l52,1l07
682,0.27229957374574965,1l52,1l20
683,0.26720329606528936,1l52,1l21
684,0.28700175096374064,1l52,1l24
685,0.2856837538002887,1l52,1l25
686,0.2709223043553452,1l52,1l26
687,0.2785430745065957,1l52,1l29
688,0.2770170181957037,1l52,1l30
689,0.2601418813431073,1l52,1l34
690,0.27829003948309783,1l52,1l37
691,0.2746064773523567,1l52,1l38
692,0.24962129896856947,1l52,1l45
693,0.2776414762510747,1l52,1l48
694,0.26237206214637687,1l52,1l56
695,0.2684848869949369,1l52,1l60
696,0.39009593765134876,1l52,1l99
697,0.2632902579738847,1l53,1dya
698,0.2652890457844456,1l53,1dyd
699,0.26107535447949093,1l53,1l24
700,0.2702616434797083,1l53,1l25
701,0.2586764270903935,1l53,1l26
702,0.2570157337771489,1l53,1l29
703,0.2574490340878326,1l53,1l30
704,0.24944415474967316,1l53,1l37
705,0.2678802570748649,1l53,1l48
706,0.3574309770778443,1l53,1l99
707,0.2526084684019808,1l56,1dyc
708,0.28538677259708695,1l56,1dyg
709,0.2517783784676736,1l56,1l09
710,0.2717879201598684,1l56,1l11
711,0.25013151336706574,1l56,1l12
712,0.2522968281015716,1l56,1l19
713,0.2914184887136753,1l56,1l28
714,0.2545146788640709,1l56,1l31
715,0.2888077561583524,1l56,1l32
716,0.2735684465442043,1l56,1l46
717,0.26237206214638054,1l56,1l52
718,0.25453347175340424,1l56,1l69
719,0.2496266912968768,1l56,1l98
720,0.2705963759951782,1l56,1l99
721,0.24979899310738063,1l57,1dyd
722,0.25810336250721005,1l57,1l25
723,0.25053954861352556,1l57,1l29
724,0.3673991242368709,1l57,1l99
725,0.26718321011782264,1l58,1dyg
726,0.25288359092238966,1l58,1l11
